,이름,년도,팀,war,경기수,완봉,완투,선발,승,패,세이브,홀드,inning,실점,ERA,FIP,WHIP,ERA_plus,FIP_plus,자책,볼넷,홈런,삼진,연봉
3091,김택형,18,S,-0.13,14.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,11.2,10.0,7.71,5.63,1.63,68.2,92.7,10.0,10.0,1.0,11.0,4000.0
3092,하준영,18,K,-0.13,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,15.0,9.2,6.7,1.64,55.8,76.9,15.0,8.0,3.0,12.0,2700.0
3093,송은범,13,S,-0.13,41.0,0.0,0.0,4.0,1.0,7.0,5.0,6.0,49.0,41.0,7.35,4.88,2.0,58.4,88.1,40.0,27.0,4.0,29.0,24000.0
3095,이상열,9,히,-0.13,26.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,11.0,10.0,7.36,7.64,1.36,65.6,63.2,9.0,3.0,4.0,6.0,8000.0
3096,김시현,18,삼,-0.13,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,12.6,9.43,2.4,42.1,56.4,7.0,2.0,2.0,5.0,3300.0
3097,김원중,16,롯,-0.13,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,7.2,8.0,9.39,9.01,1.96,55.6,58.2,8.0,8.0,2.0,5.0,3600.0
3098,정성철,9,K,-0.13,11.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,11.1,10.0,7.94,8.57,2.12,59.4,55.0,10.0,11.0,3.0,7.0,0.0
3099,이원식,2,K,-0.13,6.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,17.1,15.0,6.75,5.83,1.79,63.1,73.1,13.0,7.0,4.0,15.0,5400.0
3100,임현준,16,삼,-0.13,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,36.0,19.79,4.0,14.6,26.5,4.0,0.0,1.0,0.0,3300.0
3101,곤잘레스,10,L,-0.13,9.0,0.0,0.0,9.0,0.0,6.0,0.0,0.0,43.1,40.0,7.68,5.23,1.62,59.2,87.0,37.0,21.0,4.0,23.0,0.0
3102,엄상백,16,k,-0.13,52.0,0.0,0.0,6.0,1.0,5.0,1.0,8.0,73.1,61.0,6.75,5.42,1.81,77.4,96.5,55.0,40.0,8.0,57.0,6000.0
3103,최지광,17,삼,-0.13,11.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,25.0,20.0,6.48,5.7,2.0,78.3,87.9,18.0,22.0,2.0,23.0,2700.0
3104,정용운,16,K,-0.13,12.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,21.2,21.0,7.89,5.92,2.35,65.6,87.8,19.0,20.0,1.0,12.0,2800.0
3105,김수완,15,두,-0.13,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,15.1,15.0,8.8,7.66,2.02,53.2,59.3,15.0,9.0,4.0,13.0,900000.0
3106,조영우,14,한,-0.13,6.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,11.0,13.0,10.64,8.22,2.36,51.0,64.4,13.0,4.0,4.0,8.0,2400.0
3107,장진용,8,L,-0.13,4.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,8.2,9.0,7.27,5.92,2.31,56.3,69.2,7.0,7.0,1.0,5.0,2500.0
3109,소소경,4,K,-0.13,9.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,13.2,17.0,10.54,4.49,2.05,41.4,97.3,16.0,8.0,1.0,11.0,2000.0
3110,문수호,8,K,-0.13,26.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,11.1,11.0,8.74,5.88,2.12,46.9,69.6,11.0,3.0,3.0,10.0,0.0
3111,송창식,7,한,-0.13,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,6.0,13.5,2.83,2.75,29.8,142.0,6.0,2.0,0.0,3.0,4000.0
3112,임선동,3,현,-0.13,4.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,13.1,14.0,9.45,5.01,1.95,45.7,86.2,14.0,3.0,2.0,4.0,15000.0
3113,김진영,18,한,-0.13,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,11.1,10.0,7.94,4.45,1.5,66.7,119.4,10.0,4.0,1.0,9.0,3000.0
3114,스코비,8,히,-0.13,11.0,0.0,0.0,11.0,2.0,5.0,0.0,0.0,55.2,47.0,6.95,5.11,1.89,61.0,83.0,43.0,24.0,6.0,25.0,0.0
3115,고효준,18,롯,-0.13,43.0,0.0,0.0,0.0,2.0,3.0,0.0,7.0,32.1,27.0,6.96,4.76,1.73,75.0,110.1,25.0,23.0,3.0,39.0,10000.0
3116,박건우,11,L,-0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,4.0,81.0,21.19,15.0,5.1,19.4,3.0,2.0,0.0,0.0,0.0
3117,김현우,17,삼,-0.14,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,13.0,9.28,7.95,1.69,54.7,64.1,11.0,3.0,4.0,11.0,900000.0
3118,허진석,3,한,-0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,36.0,18.76,6.0,12.1,23.1,4.0,1.0,1.0,0.0,1700.0
3119,김동준,15,넥,-0.14,22.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,50.1,41.0,6.44,6.12,1.71,77.3,81.3,36.0,30.0,7.0,32.0,3000.0
3120,안영명,11,한,-0.14,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,6.0,4.15,8.73,2.08,100.6,47.9,2.0,2.0,2.0,4.0,8000.0
3121,장시환,13,넥,-0.14,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,9.0,14.29,6.88,2.47,30.5,63.3,9.0,7.0,1.0,7.0,0.0
3122,박정배,6,두,-0.14,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,5.0,9.64,8.92,2.36,37.1,40.1,5.0,6.0,1.0,1.0,2200.0
3123,강상수,3,롯,-0.14,33.0,0.0,0.0,3.0,2.0,3.0,6.0,1.0,54.0,35.0,5.5,6.35,1.54,77.0,66.7,33.0,29.0,15.0,47.0,8000.0
3124,김유신,9,롯,-0.14,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,8.2,7.0,7.27,9.65,2.08,65.9,49.6,7.0,5.0,4.0,4.0,2100.0
3125,김사율,17,k,-0.14,19.0,0.0,0.0,5.0,3.0,3.0,0.0,2.0,34.2,30.0,7.27,5.52,1.7,69.8,90.3,28.0,8.0,7.0,28.0,20000.0
3126,임재청,6,한,-0.14,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.1,4.0,8.31,8.47,1.85,45.1,44.2,4.0,2.0,2.0,5.0,0.0
3127,이보근,7,현,-0.14,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,13.0,11.7,4.13,2.1,34.1,96.6,13.0,6.0,1.0,9.0,2500.0
3128,허준혁,11,롯,-0.14,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,12.0,12.19,3.0,35.0,34.4,4.0,6.0,1.0,2.0,3000.0
3129,차재용,16,롯,-0.14,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,6.0,20.25,13.17,2.63,25.8,39.9,6.0,4.0,1.0,0.0,2800.0
3130,이준영,16,K,-0.14,13.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,17.2,17.0,8.66,7.81,1.87,59.8,66.5,17.0,11.0,4.0,7.0,2700.0
3131,이인복,14,롯,-0.14,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,9.0,15.43,11.78,2.57,35.3,46.1,8.0,4.0,2.0,2.0,2400.0
3132,김택형,19,S,-0.14,26.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,23.1,16.0,5.79,4.99,1.89,73.6,84.6,15.0,24.0,1.0,27.0,4000.0
3133,이경우,12,롯,-0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,6.0,14.73,9.92,2.18,26.0,38.6,6.0,4.0,1.0,3.0,2400.0
3134,이범석,9,K,-0.14,4.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,8.2,8.0,7.27,7.34,1.96,64.9,64.2,7.0,6.0,2.0,4.0,5000.0
3135,바우어,9,L,-0.14,7.0,0.0,0.0,6.0,2.0,2.0,0.0,0.0,27.1,24.0,7.9,6.66,1.79,60.3,71.5,24.0,18.0,5.0,15.0,0.0
3136,제춘모,12,S,-0.14,8.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,18.1,11.0,5.4,6.76,1.58,70.6,56.4,11.0,9.0,4.0,6.0,3000.0
3138,배재환,17,N,-0.15,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,8.0,9.0,11.49,2.38,55.1,44.0,8.0,6.0,4.0,4.0,4000.0
3139,배힘찬,15,넥,-0.15,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.2,7.0,6.75,7.52,2.4,73.7,66.6,5.0,6.0,1.0,1.0,3000.0
3140,최영필,9,한,-0.15,13.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,20.1,23.0,10.18,6.14,2.07,48.1,79.7,23.0,11.0,4.0,11.0,10000.0
3141,조현근,16,삼,-0.15,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,8.0,13.5,9.04,2.81,39.1,57.9,8.0,3.0,2.0,5.0,900000.0
3143,심수창,15,롯,-0.15,39.0,0.0,0.0,6.0,4.0,6.0,5.0,3.0,73.1,56.0,6.01,4.28,1.75,83.8,114.9,49.0,29.0,9.0,76.0,5500.0
3144,김수경,9,히,-0.15,25.0,0.0,0.0,25.0,6.0,11.0,0.0,0.0,117.1,93.0,6.67,6.73,1.66,72.3,71.7,87.0,53.0,29.0,66.0,37000.0
3145,구대성,10,한,-0.15,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.2,6.0,9.64,9.5,2.14,47.9,48.6,5.0,3.0,2.0,3.0,20000.0
3146,장진용,5,L,-0.15,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,14.2,13.0,7.98,5.95,1.77,52.2,70.0,13.0,13.0,2.0,14.0,2200.0
3147,심수창,12,넥,-0.15,21.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,40.2,36.0,7.3,4.51,1.94,52.5,85.1,33.0,21.0,3.0,24.0,6500.0
3148,윤영삼,14,넥,-0.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,27.0,16.11,4.25,19.5,34.1,12.0,6.0,3.0,4.0,2500.0
3149,박성훈,11,넥,-0.15,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.2,7.0,9.53,6.9,2.29,43.1,59.6,6.0,6.0,0.0,0.0,4000.0
3150,채병용,13,S,-0.15,12.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,20.1,18.0,7.97,6.25,2.26,54.5,69.4,18.0,16.0,2.0,12.0,16000.0
3151,황두성,4,현,-0.15,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,9.0,13.5,6.32,2.63,32.1,68.5,8.0,2.0,2.0,7.0,2400.0
3152,김태훈,17,S,-0.15,21.0,0.0,0.0,6.0,2.0,2.0,0.0,3.0,41.1,34.0,6.53,6.13,1.94,77.1,83.0,30.0,19.0,8.0,34.0,2800.0
3153,정인욱,19,삼,-0.15,12.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,21.2,17.0,7.06,4.97,1.8,61.5,85.1,17.0,15.0,1.0,15.0,5700.0
3154,임선동,5,현,-0.15,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.2,7.0,17.18,3.83,3.27,25.0,111.9,7.0,3.0,0.0,3.0,8400.0
3155,김경태,9,L,-0.15,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.1,13.0,7.53,7.93,2.51,63.2,60.1,12.0,12.0,3.0,8.0,4000.0
3156,진해수,9,K,-0.15,7.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,8.2,10.0,10.38,6.53,2.19,45.4,72.2,10.0,8.0,1.0,7.0,0.0
3157,허준혁,15,롯,-0.15,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,5.0,21.6,3.62,3.6,23.3,135.2,4.0,0.0,0.0,0.0,7500.0
3158,김성호,12,롯,-0.15,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2,2.0,10.8,15.1,2.4,35.5,25.4,2.0,2.0,1.0,1.0,0.0
3159,송창식,19,한,-0.16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.0,54.0,-2.6,9.0,7.7,-164.4,2.0,0.0,0.0,1.0,24000.0
3160,이상영,19,L,-0.16,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,5.0,16.88,8.65,3.38,24.3,45.6,5.0,0.0,1.0,1.0,0.0
3161,박정근,6,한,-0.16,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,27.0,14.7,5.0,13.9,25.5,3.0,4.0,0.0,0.0,2200.0
3162,임준혁,6,K,-0.16,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,5.0,16.88,9.45,3.38,21.5,38.3,5.0,2.0,1.0,2.0,2000.0
3163,김성태,4,현,-0.16,20.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,24.0,22.0,8.25,5.99,1.79,52.5,72.3,22.0,11.0,5.0,17.0,2800.0
3164,최영완,2,K,-0.16,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.2,8.0,15.43,4.29,1.71,27.6,99.3,8.0,4.0,0.0,6.0,2200.0
3165,장태종,6,현,-0.16,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,7.0,13.5,7.2,2.57,26.8,50.2,7.0,4.0,1.0,2.0,0.0
3166,한용덕,4,한,-0.16,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,13.0,9.0,5.15,1.9,49.0,85.6,10.0,2.0,2.0,8.0,10000.0
3167,이대진,10,K,-0.16,14.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,22.0,21.0,6.55,5.88,2.27,69.7,77.6,16.0,19.0,1.0,14.0,11000.0
3168,이충호,19,한,-0.16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,45.0,19.4,7.0,9.2,21.3,5.0,1.0,1.0,0.0,900000.0
3169,이혜천,12,두,-0.16,48.0,0.0,0.0,1.0,1.0,3.0,0.0,7.0,38.2,33.0,7.45,4.5,1.63,51.4,85.0,32.0,21.0,2.0,25.0,25000.0
3170,최용호,3,두,-0.16,4.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,10.2,12.0,10.13,5.2,2.16,42.3,80.1,12.0,8.0,1.0,7.0,6700.0
3171,최민준,18,S,-0.16,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,14.4,15.63,2.2,36.5,34.7,8.0,0.0,5.0,3.0,900000.0
3172,정홍준,8,삼,-0.16,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,3.0,20.25,24.9,3.0,20.5,16.7,3.0,1.0,2.0,0.0,2800.0
3173,전상현,16,K,-0.16,8.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,13.1,13.0,8.1,6.87,2.03,63.9,75.9,12.0,8.0,3.0,11.0,2700.0
3174,이건욱,17,S,-0.16,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,5.0,33.75,18.74,5.25,14.9,27.3,5.0,3.0,1.0,1.0,2700.0
3175,이범석,5,K,-0.16,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.1,11.0,11.05,5.47,2.59,38.5,77.7,9.0,5.0,1.0,8.0,0.0
3176,이재곤,13,롯,-0.16,10.0,0.0,0.0,8.0,3.0,3.0,0.0,0.0,30.0,23.0,6.9,6.42,1.77,63.3,68.1,23.0,20.0,3.0,17.0,5300.0
3177,안지만,3,삼,-0.16,14.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,21.2,19.0,7.89,6.59,1.71,55.3,66.2,19.0,6.0,6.0,11.0,2000.0
3178,유창식,11,한,-0.17,26.0,0.0,0.0,4.0,1.0,3.0,0.0,1.0,39.0,39.0,6.69,4.32,1.85,62.4,96.8,29.0,25.0,2.0,27.0,0.0
3179,윤형진,2,K,-0.17,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,27.0,9.5,5.5,15.8,44.8,6.0,2.0,1.0,3.0,4500.0
3180,김영수,8,롯,-0.17,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,4.0,13.5,14.02,2.63,29.8,28.7,4.0,6.0,1.0,1.0,5000.0
3181,이혜천,13,두,-0.17,13.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.1,12.0,11.57,5.71,2.46,36.8,74.5,12.0,7.0,0.0,7.0,20000.0
3182,이영준,18,넥,-0.17,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,22.5,6.33,4.5,22.9,82.2,5.0,3.0,0.0,2.0,2900.0
3183,손주영,18,L,-0.17,4.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,11.2,11.0,8.49,6.75,2.31,59.4,76.2,11.0,14.0,0.0,7.0,900000.0
3184,박주성,19,키,-0.17,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,13.5,10.65,3.25,30.7,38.4,6.0,6.0,1.0,1.0,0.0
3185,김광수,2,L,-0.17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1.0,13.5,22.5,4.5,30.6,18.4,1.0,0.0,1.0,0.0,2100.0
3186,김창훈,5,한,-0.17,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,6.0,13.5,11.64,2.25,32.4,37.6,4.0,0.0,2.0,3.0,2800.0
3187,임기준,12,K,-0.17,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,18.0,8.44,2.67,21.0,44.8,6.0,3.0,1.0,3.0,2500.0
3188,김태훈,12,S,-0.17,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.2,11.0,9.35,5.53,2.54,40.8,68.9,9.0,10.0,0.0,6.0,2800.0
3189,정민혁,11,한,-0.17,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,11.0,8.38,6.92,2.28,49.9,60.4,9.0,2.0,3.0,3.0,2500.0
3190,장시환,8,히,-0.17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,36.0,30.15,4.0,11.8,14.1,4.0,1.0,2.0,1.0,0.0
3191,최동환,19,L,-0.17,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,17.0,6.65,6.23,1.57,61.7,64.6,17.0,11.0,4.0,13.0,6500.0
3192,유혜정,2,한,-0.17,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,18.0,12.0,3.67,24.2,36.2,6.0,3.0,2.0,4.0,0.0
3193,윤지웅,16,L,-0.17,59.0,0.0,0.0,0.0,4.0,2.0,0.0,11.0,44.0,33.0,6.55,4.66,1.5,77.7,107.6,32.0,18.0,4.0,37.0,12500.0
3194,조승수,16,두,-0.17,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,10.0,10.8,9.31,2.04,47.3,53.3,10.0,4.0,2.0,2.0,2900.0
3195,이한진,14,S,-0.17,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,17.0,8.64,7.7,2.52,59.1,68.9,8.0,4.0,2.0,3.0,3500.0
3196,김광우,5,L,-0.17,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,4.0,7.2,11.22,2.0,57.8,37.1,4.0,4.0,3.0,5.0,3000.0
3197,오준형,8,K,-0.17,12.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,23.1,22.0,8.49,5.51,2.19,48.3,74.4,22.0,11.0,3.0,10.0,2500.0
3198,정민태,8,K,-0.17,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.2,6.0,14.73,7.51,1.91,27.8,54.5,6.0,2.0,1.0,3.0,31080.0
3199,김성배,9,두,-0.18,10.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,18.0,21.0,9.5,5.91,2.0,50.0,80.4,19.0,7.0,3.0,7.0,4300.0
3200,김사율,9,롯,-0.18,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.1,15.0,9.45,6.79,1.73,50.7,70.6,14.0,1.0,4.0,5.0,3500.0
3201,이우석,19,N,-0.18,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.1,6.0,10.13,4.72,2.25,41.6,89.4,6.0,5.0,0.0,4.0,900000.0
3202,김용주,18,K,-0.18,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,18.0,11.33,3.5,29.4,45.8,4.0,2.0,1.0,2.0,3300.0
3203,임경완,2,롯,-0.18,25.0,0.0,0.0,3.0,0.0,4.0,1.0,1.0,48.2,41.0,6.29,5.47,1.58,66.9,77.0,34.0,17.0,9.0,30.0,3000.0
3204,이동학,4,현,-0.18,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.2,7.0,11.12,11.07,2.82,39.0,39.1,7.0,5.0,2.0,2.0,4000.0
3205,유원상,19,N,-0.18,15.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,20.2,15.0,5.23,4.76,1.45,80.6,88.7,12.0,9.0,2.0,14.0,6000.0
3206,노병오,5,현,-0.18,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,15.0,10.13,6.47,2.18,42.4,66.4,15.0,8.0,3.0,10.0,3000.0
3207,임태훈,13,두,-0.18,9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,10.1,13.0,11.32,5.28,2.81,37.6,80.5,13.0,11.0,1.0,13.0,9000.0
3208,최지광,18,삼,-0.18,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,12.0,11.42,4.64,2.08,46.4,110.8,11.0,7.0,0.0,7.0,3100.0
3209,차정민,11,K,-0.18,16.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,19.1,14.0,6.52,8.05,1.55,63.4,51.3,14.0,8.0,7.0,12.0,2600.0
3210,신승현,7,S,-0.18,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,27.0,18.83,4.0,14.1,20.2,3.0,0.0,1.0,0.0,8100.0
3211,최원제,8,삼,-0.18,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,21.0,8.15,3.33,19.8,50.9,7.0,2.0,1.0,2.0,0.0
3212,민성기,19,N,-0.18,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,7.0,11.81,4.15,2.44,35.7,102.4,7.0,1.0,1.0,6.0,0.0
3213,윤규진,11,한,-0.18,17.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,19.0,18.0,8.53,6.09,2.68,49.0,68.7,18.0,21.0,2.0,20.0,7500.0
3214,조태수,9,K,-0.18,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,18.0,9.69,2.75,26.2,48.7,8.0,3.0,2.0,3.0,3600.0
3215,김백만,9,한,-0.18,4.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,6.0,10.0,15.0,5.02,1.83,32.6,97.5,10.0,2.0,1.0,4.0,3100.0
3216,박시영,10,롯,-0.18,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,22.5,19.29,4.0,20.6,24.0,5.0,3.0,2.0,3.0,0.0
3217,이민우,19,K,-0.18,32.0,0.0,0.0,6.0,2.0,6.0,1.0,2.0,61.1,42.0,5.43,3.84,1.63,77.2,109.2,37.0,26.0,4.0,56.0,3500.0
3218,박종훈,12,S,-0.19,8.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,18.0,17.0,8.0,4.16,1.94,47.6,91.6,16.0,14.0,0.0,16.0,2500.0
3219,김대유,14,S,-0.19,9.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,11.2,13.0,10.03,7.71,2.66,50.9,66.8,13.0,19.0,1.0,14.0,0.0
3220,신창호,6,L,-0.19,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,5.0,10.38,12.63,1.85,34.1,28.1,5.0,2.0,3.0,1.0,0.0
3221,강지광,18,S,-0.19,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,21.0,10.17,4.0,25.0,52.0,7.0,4.0,1.0,3.0,3000.0
3222,유승철,19,K,-0.19,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,11.25,10.4,1.5,37.3,40.0,5.0,2.0,2.0,5.0,900000.0
3223,마정길,17,넥,-0.19,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,12.0,10.45,7.61,1.74,47.6,63.6,12.0,4.0,3.0,7.0,900000.0
3225,이상화,16,k,-0.19,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.2,32.0,7.99,6.03,1.99,65.4,86.5,29.0,10.0,7.0,24.0,5000.0
3226,베라스,2,현,-0.19,21.0,0.0,0.0,0.0,1.0,4.0,6.0,0.0,23.1,20.0,7.33,5.32,1.41,58.3,80.3,19.0,9.0,5.0,19.0,0.0
3227,윤희상,4,S,-0.19,11.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,13.1,15.0,9.45,5.35,2.1,44.5,78.6,14.0,7.0,2.0,9.0,0.0
3228,김병현,15,K,-0.19,23.0,0.0,0.0,8.0,0.0,5.0,0.0,2.0,49.0,38.0,6.98,5.64,1.74,70.7,87.9,38.0,18.0,7.0,38.0,15000.0
3229,박주홍,18,한,-0.19,22.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,18.2,18.0,8.68,6.62,1.93,61.1,81.0,18.0,10.0,4.0,18.0,2700.0
3230,윤강민,15,N,-0.19,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,45.0,13.62,5.0,10.6,36.1,5.0,3.0,0.0,1.0,2700.0
3232,박치국,17,두,-0.2,21.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,32.0,25.0,6.75,5.39,1.59,71.3,89.9,24.0,14.0,3.0,23.0,2700.0
3233,노성호,13,N,-0.2,38.0,0.0,0.0,10.0,2.0,8.0,0.0,2.0,58.0,50.0,7.29,5.3,1.76,58.9,81.1,47.0,38.0,9.0,62.0,2600.0
3234,이광우,2,L,-0.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,7.0,11.81,10.31,1.88,35.0,40.1,7.0,1.0,3.0,3.0,9000.0
3235,안영진,12,한,-0.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,10.0,6.75,5.54,2.44,57.9,70.6,4.0,6.0,0.0,4.0,2400.0
3236,이원식,4,K,-0.2,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,9.0,7.88,8.57,1.75,55.4,50.9,7.0,5.0,2.0,1.0,5100.0
3237,이승호,13,N,-0.2,12.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.1,11.0,9.64,7.31,2.14,44.6,58.7,10.0,7.0,2.0,5.0,35000.0
3238,홍상삼,14,두,-0.2,12.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,21.0,21.0,8.57,7.86,2.19,57.7,63.3,20.0,20.0,4.0,17.0,16000.0
